Aluminum.Band,BirdSex,Age,Recapture,Mass,Tail,Wing.LEFT,Wing.RIGHT,Tarsus1,Tarsus2,Bill.Depth,Bill.Width,Bill.Length_culmen,Bill.Length_nares,Date.Banded_date,Year,OrdinalDay
UB10-M0067,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-07-27,2010,208
UB10-M0073,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-23,2010,143
UB10-M0077,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-06-02,2010,153
UB10-M0079,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-14,2010,134
UB10-M0080,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-06-15,2010,166
UB10-M0081,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-06-18,2010,169
UB10-M0082,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-06-22,2010,173
UB10-M0084,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-06-27,2010,178
UB10-M0085,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-06-27,2010,178
UB10-M0086,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-07-07,2010,188
UB10-M0087,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-07-12,2010,193
UB10-M00A1,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-25,2010,145
UB10-M00K4,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-04,2010,124
UB10-M00K6,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-13,2010,133
UB10-M00K7,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-04,2010,124
UB10-M0F27,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-11,2010,131
UB10-M0K11,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-13,2010,133
UB10-M0K13,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-16,2010,136
UB10-M0K14,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-18,2010,138
UB10-M0K17,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-13,2010,133
UB10-M0K18,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-13,2010,133
UB10-M0K19,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-13,2010,133
UB10-M0K23,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-25,2010,145
UB10-MBBBB,M,U,No,8.8,46,NA,60,17.78,NA,2.88,3.07,NA,6.62,2010-06-27,2010,178
UB10-MF027,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-13,2010,133
UB10-MF051,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-13,2010,133
UB10-MFK14,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-12,2010,132
UB10-R0004,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-11,2010,131
UB10-R0008,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-06,2010,126
UB10-R0009,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-12,2010,132
UB10-R0011,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-13,2010,133
UB10-R0011,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-13,2010,133
UB10-R0012,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-17,2010,137
UB10-R0014,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-17,2010,137
UB10-R0018,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-18,2010,138
UB10-R0020,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-18,2010,138
UB10-R0023,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-18,2010,138
UB10-R0025,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-21,2010,141
UB10-R0027,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-21,2010,141
UB10-R0028,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-21,2010,141
UB10-R0030,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-21,2010,141
UB10-R0031,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-22,2010,142
UB10-R0033,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-24,2010,144
UB10-R0036,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-24,2010,144
UB10-R0038,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-25,2010,145
UB10-R0047,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-29,2010,149
UB10-R0052,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-06-02,2010,153
UB10-R0053,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-07-27,2010,208
UB10-R0057,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-06-29,2010,180
UB10-R0058,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-07-04,2010,185
UB10-R0059,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-07-09,2010,190
UB10-R0061,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-07-22,2010,203
UB10-R00B2,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-25,2010,145
UB10-R00B3,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-25,2010,145
UB10-RK002,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-17,2010,137
UB12-R0008,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-06-20,2010,171
UB12-R0010,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-06-20,2010,171
0000-00000,M,U,No,8.71,47,NA,62,18.61,18.65,NA,NA,NA,NA,2011-06-01,2011,152
0000-00001,U,U,No,6,NA,NA,NA,NA,15.83,NA,NA,NA,NA,2011-07-22,2011,203
2360-81772,M,U,No,9.28,50,NA,64,18.72,18.73,NA,NA,NA,NA,2011-05-17,2011,137
2360-81773,M,U,No,10.14,NA,NA,NA,19.14,19.17,NA,NA,NA,NA,2011-06-02,2011,153
2360-81773,M,U,No,9.78,50,NA,64,18.52,18.66,NA,NA,NA,NA,2011-05-18,2011,138
2360-81773,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-06,2011,37
2360-81774,M,U,No,9.87,50,NA,63,19.81,19.82,NA,NA,NA,NA,2011-05-18,2011,138
2360-81775,M,U,No,8.85,50,NA,64,19.04,19.13,NA,NA,NA,NA,2011-05-20,2011,140
2360-81776,M,U,No,9.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-07-12,2011,193
2360-81776,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-09,2011,160
2360-81776,M,U,No,8.97,47,NA,61,18.46,18.46,NA,NA,NA,NA,2011-05-20,2011,140
2360-81777,M,U,No,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-22,2011,173
2360-81777,M,U,No,10.01,48,NA,64,19.06,19.16,NA,NA,NA,NA,2011-05-20,2011,140
2360-81778,M,U,No,9.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-07-14,2011,195
2360-81778,M,U,No,9.75,48,NA,64,18.79,18.79,NA,NA,NA,NA,2011-05-20,2011,140
2360-81778,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-20,2011,140
2360-81779,M,U,No,9.48,50,NA,65,19.08,19,NA,NA,NA,NA,2011-05-21,2011,141
2360-81780,M,U,No,NA,48,NA,63,19.03,19.12,NA,NA,NA,NA,2011-05-21,2011,141
2360-81781,M,U,No,10.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-17,2011,168
2360-81781,M,U,No,9.38,47,NA,62,20.96,20.96,NA,NA,NA,NA,2011-05-22,2011,142
2360-81782,F,U,No,9.59,47,NA,60,19.09,19.04,NA,NA,NA,NA,2011-05-24,2011,144
2360-81783,M,U,No,9.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-28,2011,179
2360-81783,M,U,No,9.42,50,NA,63,19.11,19.05,NA,NA,NA,NA,2011-05-24,2011,144
2360-81784,M,U,No,9.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-07-16,2011,197
2360-81784,M,U,No,9.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-28,2011,179
2360-81784,M,U,No,8.5,47,NA,64,18.26,18,NA,NA,NA,NA,2011-05-25,2011,145
2360-81785,M,U,No,10.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-07-13,2011,194
2360-81785,M,U,No,10.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-20,2011,171
2360-81785,M,U,No,9.89,47,NA,62,18.58,18.81,NA,NA,NA,NA,2011-05-25,2011,145
2360-81786,F,U,No,10.23,47,NA,60,18.83,19,NA,NA,NA,NA,2011-05-25,2011,145
2360-81787,M,U,No,10.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-07-13,2011,194
2360-81787,M,U,No,9.46,48,NA,64,18.54,18.45,NA,NA,NA,NA,2011-05-26,2011,146
2360-81788,M,U,No,9.29,49,NA,64,19.18,19.19,NA,NA,NA,NA,2011-05-26,2011,146
2360-81789,M,U,No,9.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-07-13,2011,194
2360-81789,M,U,No,9.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-20,2011,171
2360-81789,M,U,No,9.08,47,NA,65,18.78,18.69,NA,NA,NA,NA,2011-05-26,2011,146
2360-81790,M,U,No,NA,49,NA,63,18.85,18.75,NA,NA,NA,NA,2011-05-26,2011,146
2360-81791,F,U,No,10.03,62,NA,49,18.42,18.46,NA,NA,NA,NA,2011-05-27,2011,147
2360-81792,F,U,No,9.51,49,NA,62,18.51,18.53,NA,NA,NA,NA,2011-05-28,2011,148
2360-81793,M,U,No,9.36,47,NA,63,19.26,19.21,NA,NA,NA,NA,2011-06-01,2011,152
2360-81794,M,U,No,9.07,48,NA,62,19.02,19.02,NA,NA,NA,NA,2011-06-01,2011,152
2391-68711,F,U,No,10.5,49,NA,60,17.68,17.68,NA,NA,NA,NA,2011-06-04,2011,155
2391-68712,F,U,No,10.8,48,NA,64,18.95,18.97,NA,NA,NA,NA,2011-06-04,2011,155
2391-68713,F,U,No,9.04,48,NA,61,18.79,18.88,NA,NA,NA,NA,2011-06-04,2011,155
2391-68714,F,U,No,10.51,46,NA,60,18.08,18.01,NA,NA,NA,NA,2011-06-05,2011,156
2391-68715,F,U,No,11.06,46,NA,60,19.1,19.03,NA,NA,NA,NA,2011-06-05,2011,156
2391-68716,F,U,No,11.91,48,NA,61,18.32,18.37,NA,NA,NA,NA,2011-06-06,2011,157
2391-68717,F,U,No,11.61,48,NA,61,19.48,19.45,NA,NA,NA,NA,2011-06-08,2011,159
2391-68718,F,U,No,10.4,47,NA,60,17.81,17.74,NA,NA,NA,NA,2011-06-08,2011,159
2391-68719,F,U,No,10.34,63,NA,50,18.38,18.34,NA,NA,NA,NA,2011-06-09,2011,160
2391-68719,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-16,2011,136
2391-68720,F,U,No,9.98,NA,NA,NA,17.08,17.09,NA,NA,NA,NA,2011-06-12,2011,163
2391-68721,F,U,No,10.16,NA,NA,NA,17.94,17.95,NA,NA,NA,NA,2011-06-12,2011,163
2391-68721,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-11,2011,131
2391-68722,F,U,No,9.62,NA,NA,NA,17.4,17.3,NA,NA,NA,NA,2011-06-12,2011,163
2391-68723,F,U,No,10.81,NA,NA,NA,19.27,19.34,NA,NA,NA,NA,2011-06-14,2011,165
2391-68724,U,U,No,5.63,NA,NA,NA,NA,12.27,NA,NA,NA,NA,2011-06-14,2011,165
2391-68725,U,U,No,7.65,NA,NA,NA,NA,15.17,NA,NA,NA,NA,2011-06-14,2011,165
2391-68726,U,U,No,6.93,NA,NA,NA,NA,14.33,NA,NA,NA,NA,2011-06-14,2011,165
2391-68727,U,U,No,7.75,NA,NA,NA,NA,15.58,NA,NA,NA,NA,2011-06-14,2011,165
2391-68728,M,U,No,9.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-22,2011,173
2391-68728,M,U,No,10.05,50,NA,62,19.34,19.26,NA,NA,NA,NA,2011-06-14,2011,165
2391-68729,F,U,No,11.06,48,NA,60,18.7,18.8,NA,NA,NA,NA,2011-06-15,2011,166
2391-68729,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-22,2011,142
2391-68730,U,U,No,6.24,NA,NA,NA,NA,13.69,NA,NA,NA,NA,2011-06-15,2011,166
2391-68731,U,U,No,6.72,NA,NA,NA,NA,13.62,NA,NA,NA,NA,2011-06-15,2011,166
2391-68732,U,U,No,6.5,NA,NA,NA,NA,13.79,NA,NA,NA,NA,2011-06-15,2011,166
2391-68733,U,U,No,7.14,NA,NA,NA,NA,14.67,NA,NA,NA,NA,2011-06-15,2011,166
2391-68734,M,U,No,10.23,50,NA,66,19.81,19.8,NA,NA,NA,NA,2011-06-16,2011,167
2391-68735,F,U,No,9.17,47,NA,60,18.2,18.4,NA,NA,NA,NA,2011-06-21,2011,172
2391-68736,U,U,No,8.86,NA,NA,NA,NA,17.98,NA,NA,NA,NA,2011-06-16,2011,167
2391-68737,U,U,No,9.29,NA,NA,NA,NA,17.13,NA,NA,NA,NA,2011-06-16,2011,167
2391-68738,U,U,No,8.78,NA,NA,NA,NA,17.17,NA,NA,NA,NA,2011-06-16,2011,167
2391-68739,U,U,No,9.26,NA,NA,NA,NA,18.1,NA,NA,NA,NA,2011-06-16,2011,167
2391-68740,U,U,No,8.42,NA,NA,NA,NA,15.79,NA,NA,NA,NA,2011-06-16,2011,167
2391-68741,U,U,No,8.6,NA,NA,NA,NA,15.52,NA,NA,NA,NA,2011-06-16,2011,167
2391-68742,U,U,No,7.66,NA,NA,NA,NA,14.63,NA,NA,NA,NA,2011-06-16,2011,167
2391-68743,U,U,No,8.45,NA,NA,NA,NA,16.25,NA,NA,NA,NA,2011-06-16,2011,167
2391-68744,U,U,No,6.77,NA,NA,NA,NA,14.84,NA,NA,NA,NA,2011-06-16,2011,167
2391-68745,U,U,No,7.27,NA,NA,NA,NA,15.22,NA,NA,NA,NA,2011-06-16,2011,167
2391-68746,M,U,No,7.53,NA,NA,NA,NA,15.45,NA,NA,NA,NA,2011-06-16,2011,167
2391-68747,U,U,No,6.67,NA,NA,NA,NA,14.81,NA,NA,NA,NA,2011-06-16,2011,167
2391-68748,U,U,No,9.04,NA,NA,NA,NA,16.52,NA,NA,NA,NA,2011-06-17,2011,168
2391-68749,U,U,No,6.89,NA,NA,NA,NA,14.7,NA,NA,NA,NA,2011-06-17,2011,168
2391-68750,U,U,No,9.12,NA,NA,NA,NA,17.14,NA,NA,NA,NA,2011-06-17,2011,168
2391-68751,U,U,No,8.64,NA,NA,NA,NA,16.94,NA,NA,NA,NA,2011-06-17,2011,168
2391-68752,U,U,No,7.85,NA,NA,NA,NA,15.93,NA,NA,NA,NA,2011-06-17,2011,168
2391-68753,U,U,No,6.48,NA,NA,NA,NA,14.32,NA,NA,NA,NA,2011-06-17,2011,168
2391-68754,U,U,No,7.64,NA,NA,NA,NA,16.2,NA,NA,NA,NA,2011-06-19,2011,170
2391-68755,U,U,No,7.29,NA,NA,NA,NA,14.8,NA,NA,NA,NA,2011-06-19,2011,170
2391-68756,U,U,No,8.61,NA,NA,NA,NA,17.6,NA,NA,NA,NA,2011-06-19,2011,170
2391-68757,U,U,No,8.62,NA,NA,NA,NA,16.3,NA,NA,NA,NA,2011-06-19,2011,170
2391-68758,U,U,No,8.69,NA,NA,NA,NA,16.7,NA,NA,NA,NA,2011-06-19,2011,170
2391-68759,U,U,No,8.32,NA,NA,NA,NA,16.2,NA,NA,NA,NA,2011-06-19,2011,170
2391-68760,U,U,No,8.26,NA,NA,NA,NA,16.3,NA,NA,NA,NA,2011-06-19,2011,170
2391-68761,U,U,No,8.28,NA,NA,NA,NA,16.6,NA,NA,NA,NA,2011-06-19,2011,170
2391-68762,U,U,No,7.66,NA,NA,NA,NA,16.3,NA,NA,NA,NA,2011-06-19,2011,170
2391-68763,U,U,No,8.98,NA,NA,NA,NA,17.5,NA,NA,NA,NA,2011-06-19,2011,170
2391-68764,U,U,No,8.47,NA,NA,NA,NA,17.2,NA,NA,NA,NA,2011-06-19,2011,170
2391-68765,F,U,No,8.94,NA,NA,NA,NA,16.8,NA,NA,NA,NA,2011-06-19,2011,170
2391-68766,F,U,No,7.32,NA,NA,NA,NA,15.9,NA,NA,NA,NA,2011-06-19,2011,170
2391-68767,U,U,No,8.35,NA,NA,NA,NA,17.25,NA,NA,NA,NA,2011-06-19,2011,170
2391-68768,U,U,No,8.63,NA,NA,NA,NA,16.9,NA,NA,NA,NA,2011-06-19,2011,170
2391-68769,U,U,No,7.88,NA,NA,NA,NA,16.29,NA,NA,NA,NA,2011-06-22,2011,173
2391-68770,U,U,No,8.5,NA,NA,NA,NA,17.71,NA,NA,NA,NA,2011-06-22,2011,173
2391-68771,U,U,No,8.29,NA,NA,NA,NA,16.41,NA,NA,NA,NA,2011-06-22,2011,173
2391-68772,U,U,No,8.33,NA,NA,NA,NA,17.71,NA,NA,NA,NA,2011-06-22,2011,173
2391-68773,F,U,No,9.99,49,NA,61,18.55,18.5,NA,NA,NA,NA,2011-06-22,2011,173
2391-68774,U,U,No,9.12,NA,NA,NA,NA,17.39,NA,NA,NA,NA,2011-06-22,2011,173
2391-68775,U,U,No,8.14,NA,NA,NA,NA,17.54,NA,NA,NA,NA,2011-06-22,2011,173
2391-68776,U,U,No,7.82,NA,NA,NA,NA,16.54,NA,NA,NA,NA,2011-06-22,2011,173
2391-68777,U,U,No,7.81,NA,NA,NA,NA,16.58,NA,NA,NA,NA,2011-06-22,2011,173
2391-68778,F,U,No,9.35,49,NA,60,18.3,18.2,NA,NA,NA,NA,2011-06-22,2011,173
2391-68779,U,U,No,8.08,NA,NA,NA,NA,17.36,NA,NA,NA,NA,2011-06-22,2011,173
2391-68780,U,U,No,8.38,NA,NA,NA,NA,16.09,NA,NA,NA,NA,2011-06-22,2011,173
2391-68781,U,U,No,7.95,NA,NA,NA,NA,17.41,NA,NA,NA,NA,2011-06-22,2011,173
2391-68782,U,U,No,7.2,NA,NA,NA,NA,15.51,NA,NA,NA,NA,2011-06-23,2011,174
2391-68783,U,U,No,8.81,NA,NA,NA,NA,15.57,NA,NA,NA,NA,2011-06-23,2011,174
2391-68784,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-23,2011,174
2391-68785,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-23,2011,174
2391-68786,U,U,No,9.17,NA,NA,NA,NA,16.7,NA,NA,NA,NA,2011-06-24,2011,175
2391-68787,U,U,No,9.39,NA,NA,NA,NA,18.9,NA,NA,NA,NA,2011-06-24,2011,175
2391-68788,U,U,No,8.79,NA,NA,NA,NA,18.06,NA,NA,NA,NA,2011-06-24,2011,175
2391-68789,U,U,No,8.61,NA,NA,NA,NA,17.92,NA,NA,NA,NA,2011-06-24,2011,175
2391-68790,U,U,No,6.36,NA,NA,NA,NA,15.53,NA,NA,NA,NA,2011-06-25,2011,176
2391-68791,U,U,No,6.79,NA,NA,NA,NA,15.87,NA,NA,NA,NA,2011-06-25,2011,176
2391-68792,U,U,No,6.77,NA,NA,NA,NA,14.95,NA,NA,NA,NA,2011-06-25,2011,176
2391-68793,U,U,No,6.75,NA,NA,NA,NA,15.91,NA,NA,NA,NA,2011-06-25,2011,176
2391-68794,U,U,No,7.79,NA,NA,NA,NA,16.45,NA,NA,NA,NA,2011-06-25,2011,176
2391-68795,U,U,No,7.19,NA,NA,NA,NA,15.53,NA,NA,NA,NA,2011-06-25,2011,176
2391-68796,U,U,No,8.1,NA,NA,NA,NA,16.27,NA,NA,NA,NA,2011-06-25,2011,176
2391-68797,U,U,No,6.4,NA,NA,NA,NA,14.6,NA,NA,NA,NA,2011-06-25,2011,176
2391-68798,M,U,No,9.99,48,NA,63,19.3,19.1,NA,NA,NA,NA,2011-06-30,2011,181
2391-68799,F,U,No,9.96,47,NA,60,18.5,18.4,NA,NA,NA,NA,2011-06-30,2011,181
2391-68800,U,U,No,8.48,NA,NA,NA,NA,17.06,NA,NA,NA,NA,2011-06-30,2011,181
2460-32702,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-14,2011,134
2460-32842,M,U,No,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-07-01,2011,182
2460-32842,M,U,No,9.8,50,NA,66,18.16,18.02,NA,NA,NA,NA,2011-06-18,2011,169
2460-32851,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-22,2011,142
2510-06902,M,U,No,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-25,2011,176
2510-06902,M,U,No,10.36,50,NA,65,NA,NA,NA,NA,NA,NA,2011-06-05,2011,156
2510-06902,M,U,No,10.36,50,NA,65,NA,NA,NA,NA,NA,NA,2011-06-05,2011,156
2510-08238,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-13,2011,133
2510-08242,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-14,2011,134
2510-44102,M,U,No,9.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-19,2011,170
2510-44102,M,U,No,9.62,48,NA,63,18.97,18.94,NA,NA,NA,NA,2011-05-18,2011,138
2510-44116,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-11,2011,162
2510-44171,M,U,No,9.42,51,NA,65,19.93,19.99,NA,NA,NA,NA,2011-06-01,2011,152
2510-44171,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-12,2011,132
2510-44172,F,U,No,9.83,46,NA,61,18.8,18.69,NA,NA,NA,NA,2011-05-28,2011,148
2510-44173,M,U,No,9.32,48,NA,64,19.21,19.28,NA,NA,NA,NA,2011-06-01,2011,152
2510-44174,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-08,2011,159
2510-44174,M,U,No,10.59,50,NA,63,20.81,20.71,NA,NA,NA,NA,2011-06-04,2011,155
2510-44174,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-10,2011,130
2510-44175,F,U,No,9.93,55,NA,62,19.37,19.3,NA,NA,NA,NA,2011-06-04,2011,155
2510-44176,F,U,No,10.87,49,NA,63,17.93,17.95,NA,NA,NA,NA,2011-06-04,2011,155
2510-44177,F,U,No,10.19,48,NA,59,18.98,18.98,NA,NA,NA,NA,2011-06-11,2011,162
2510-44177,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-23,2011,143
2510-44178,F,U,No,10.63,50,NA,61,19.7,19.8,NA,NA,NA,NA,2011-06-13,2011,164
2510-44178,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-13,2011,133
2510-44179,F,U,No,9.68,NA,NA,NA,18.67,18.68,NA,NA,NA,NA,2011-06-14,2011,165
2510-44179,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-07,2011,158
2510-44180,M,U,No,10.28,47,NA,63,18.68,18.68,NA,NA,NA,NA,2011-06-16,2011,167
2510-44180,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-07,2011,127
2510-44182,F,U,No,9.45,50,NA,59,18.85,19.1,NA,NA,NA,NA,2011-06-19,2011,170
2510-44182,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-16,2011,136
2510-44183,M,U,No,10.41,48,NA,59,19.7,19.6,NA,NA,NA,NA,2011-06-19,2011,170
2510-44183,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-20,2011,140
2510-44184,M,U,No,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-19,2011,170
2510-44184,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-16,2011,136
2510-44185,U,U,No,8.16,NA,NA,NA,NA,16.29,NA,NA,NA,NA,2011-06-22,2011,173
2510-44186,U,U,No,NA,NA,NA,NA,NA,16.96,NA,NA,NA,NA,2011-06-22,2011,173
2510-44187,U,U,No,8.56,NA,NA,NA,NA,16.43,NA,NA,NA,NA,2011-06-22,2011,173
2510-44188,U,U,No,9.29,NA,NA,NA,NA,16.78,NA,NA,NA,NA,2011-06-22,2011,173
2510-44189,U,U,No,8.52,NA,NA,NA,NA,16.92,NA,NA,NA,NA,2011-06-23,2011,174
2510-44190,U,U,No,8.74,NA,NA,NA,NA,16.68,NA,NA,NA,NA,2011-06-23,2011,174
2510-44191,U,U,No,8.41,NA,NA,NA,NA,16.21,NA,NA,NA,NA,2011-06-23,2011,174
2510-44192,U,U,No,8.44,NA,NA,NA,NA,16.43,NA,NA,NA,NA,2011-06-23,2011,174
2510-44193,U,U,No,8.81,NA,NA,NA,NA,17.15,NA,NA,NA,NA,2011-06-23,2011,174
2510-44194,U,U,No,8.87,NA,NA,NA,NA,16.47,NA,NA,NA,NA,2011-06-23,2011,174
2510-44195,U,U,No,6.53,NA,NA,NA,NA,14.66,NA,NA,NA,NA,2011-06-23,2011,174
2510-44196,U,U,No,9.45,NA,NA,NA,NA,16.17,NA,NA,NA,NA,2011-06-23,2011,174
2510-44197,U,U,No,9.78,NA,NA,NA,NA,17.39,NA,NA,NA,NA,2011-06-24,2011,175
2510-44198,U,U,No,9.42,NA,NA,NA,NA,16.42,NA,NA,NA,NA,2011-06-24,2011,175
2510-44199,U,U,No,9.04,NA,NA,NA,NA,17.42,NA,NA,NA,NA,2011-06-24,2011,175
2510-44200,U,U,No,8.57,NA,NA,NA,NA,17.36,NA,NA,NA,NA,2011-06-24,2011,175
2590-89602,M,U,No,9.4,47,NA,66.5,18.65,18.61,NA,NA,NA,NA,2011-06-03,2011,154
2590-89609,M,U,No,9.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-07-09,2011,190
2590-89609,M,U,No,9.02,47,NA,63,18.83,18.83,NA,NA,NA,NA,2011-05-28,2011,148
2590-89610,M,U,No,9.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-17,2011,137
2590-89611,M,U,No,8.63,50,NA,65,18.44,18.42,NA,NA,NA,NA,2011-05-28,2011,148
2590-89616,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-21,2011,141
